commit_id,author_id,author_experience_years,commit_date,files_modified,lines_added,lines_deleted,modules_affected_count,modules_affected,code_churn_ratio,is_hotspot_module,historical_bug_frequency,regression_time_hours,failure_probability_true,test_failed,test_fail_count
commit_003791,author_25,12.67,2024-02-13 21:00:00,10,1668,2336,7,"Cache_L2,Interconnect,Data_Path,Control_Unit,ALU,Clock_Domain,Register_File",0.4447,1,22,11.95,0.9645,1,5
commit_003792,author_16,6.87,2024-02-05 03:00:00,9,2967,306,6,"Reset_Logic,ALU,GPIO_Controller,Register_File,UART_Controller,I2C_Interface",0.3956,0,7,10.96,0.3396,0,0
commit_003793,author_21,0.81,2024-11-02 18:00:00,32,4379,756,8,"SPI_Interface,Data_Path,Reset_Logic,GPIO_Controller,Register_File,Control_Unit,Interconnect,Clock_Domain",0.5067,1,22,13.07,1.0,1,4
commit_003794,author_1,0.0,2024-02-06 22:00:00,33,2031,1218,2,"Reset_Logic,Register_File",0.3939,0,9,8.94,0.5164,1,5
commit_003795,author_48,7.4,2024-03-30 22:00:00,12,3158,578,6,"Reset_Logic,Data_Path,SPI_Interface,UART_Controller,Control_Unit,Clock_Domain",0.4277,0,20,11.28,0.7763,1,2
commit_003796,author_17,4.71,2024-06-29 04:00:00,31,4139,555,2,"Cache_L2,Data_Path",0.4842,0,12,9.84,0.5672,0,0
commit_003797,author_11,8.2,2024-11-14 17:00:00,4,638,2908,13,"AHB_Controller,Register_File,Data_Path,Memory_Controller,ALU,GPIO_Controller,Clock_Domain,Cache_L2,Cache_L1,I2C_Interface,UART_Controller,Reset_Logic,Control_Unit",0.4149,1,42,14.65,1.0,1,3
commit_003798,author_6,10.49,2024-12-14 05:00:00,9,4275,755,12,"Data_Path,Control_Unit,ALU,Clock_Domain,Memory_Controller,Register_File,Cache_L1,AHB_Controller,SPI_Interface,Interconnect,UART_Controller,GPIO_Controller",0.5015,1,49,15.01,1.0,1,4
commit_003799,author_34,9.44,2024-08-25 07:00:00,6,911,1642,11,"SPI_Interface,Reset_Logic,AHB_Controller,Register_File,Data_Path,UART_Controller,Memory_Controller,Cache_L2,Interconnect,Cache_L1,ALU",0.338,1,30,12.88,1.0,1,5
commit_003800,author_35,0.0,2024-02-29 19:00:00,49,2150,189,6,"SPI_Interface,ALU,Cache_L2,Cache_L1,UART_Controller,I2C_Interface",0.3187,0,18,10.19,0.7716,1,1
commit_003801,author_31,11.71,2024-10-15 23:00:00,32,2102,2610,9,"Data_Path,UART_Controller,Cache_L2,Cache_L1,Control_Unit,I2C_Interface,AHB_Controller,ALU,Memory_Controller",0.4852,1,36,13.35,1.0,1,6
commit_003802,author_36,4.91,2024-03-06 09:00:00,23,2782,706,3,"AHB_Controller,Data_Path,Reset_Logic",0.4109,1,8,9.61,0.6323,0,0
commit_003803,author_48,0.0,2024-12-11 00:00:00,24,1470,180,9,"I2C_Interface,Memory_Controller,UART_Controller,Control_Unit,AHB_Controller,SPI_Interface,Register_File,Cache_L1,Clock_Domain",0.2481,1,29,10.98,1.0,1,2
commit_003804,author_34,4.59,2024-07-01 10:00:00,37,2588,285,14,"Register_File,Control_Unit,SPI_Interface,ALU,I2C_Interface,Data_Path,Reset_Logic,AHB_Controller,Cache_L1,Memory_Controller,Cache_L2,Clock_Domain,GPIO_Controller,UART_Controller",0.3649,1,53,14.65,1.0,1,4
commit_003805,author_40,13.98,2024-10-20 00:00:00,38,1994,527,15,"Memory_Controller,Reset_Logic,GPIO_Controller,ALU,Cache_L2,Register_File,Interconnect,SPI_Interface,AHB_Controller,Cache_L1,Data_Path,Control_Unit,Clock_Domain,I2C_Interface,UART_Controller",0.3352,1,47,14.85,1.0,1,4
commit_003806,author_28,8.9,2024-02-22 10:00:00,14,103,2476,3,"AHB_Controller,I2C_Interface,GPIO_Controller",0.3403,1,9,8.9,0.5643,1,4
commit_003807,author_9,15.64,2024-03-15 05:00:00,47,1942,865,8,"Data_Path,Interconnect,I2C_Interface,Control_Unit,ALU,Register_File,Cache_L2,UART_Controller",0.3595,1,24,11.6,1.0,1,7
commit_003808,author_29,5.53,2024-06-12 07:00:00,44,3530,2206,10,"Clock_Domain,Cache_L1,AHB_Controller,ALU,Cache_L2,Memory_Controller,Reset_Logic,Control_Unit,Interconnect,I2C_Interface",0.5343,1,37,14.34,1.0,1,4
commit_003809,author_12,6.51,2024-10-09 11:00:00,12,1571,2840,6,"Data_Path,Reset_Logic,Register_File,Clock_Domain,AHB_Controller,Cache_L1",0.4687,1,14,11.69,0.7209,1,6
commit_003810,author_26,3.98,2024-02-29 00:00:00,24,1405,1114,2,"Reset_Logic,Data_Path",0.335,0,3,8.35,0.3297,0,0
commit_003811,author_22,11.21,2024-12-14 06:00:00,45,3376,264,6,"AHB_Controller,Data_Path,GPIO_Controller,Cache_L1,ALU,Control_Unit",0.4213,1,13,11.21,0.7799,1,5
commit_003812,author_22,3.79,2024-04-12 06:00:00,35,213,2994,15,"Data_Path,Control_Unit,Cache_L1,AHB_Controller,SPI_Interface,Cache_L2,Reset_Logic,Clock_Domain,Register_File,UART_Controller,Memory_Controller,I2C_Interface,GPIO_Controller,ALU,Interconnect",0.3908,1,65,15.41,1.0,1,2
commit_003813,author_23,3.94,2024-10-25 01:00:00,36,3351,2794,10,"Interconnect,Control_Unit,AHB_Controller,Data_Path,I2C_Interface,GPIO_Controller,Register_File,Clock_Domain,SPI_Interface,UART_Controller",0.5514,1,30,14.51,1.0,1,6
commit_003814,author_6,6.96,2024-12-22 17:00:00,24,1063,2349,6,"Memory_Controller,Clock_Domain,Data_Path,Control_Unit,I2C_Interface,Cache_L2",0.4056,1,24,11.06,1.0,1,2
commit_003815,author_16,12.93,2024-09-06 03:00:00,39,2407,1495,15,"GPIO_Controller,Reset_Logic,Cache_L2,I2C_Interface,Clock_Domain,SPI_Interface,AHB_Controller,Register_File,Cache_L1,ALU,Data_Path,Control_Unit,Interconnect,Memory_Controller,UART_Controller",0.4383,1,64,15.88,1.0,1,4
commit_003816,author_4,0.0,2024-10-28 23:00:00,45,4175,1686,5,"I2C_Interface,ALU,Cache_L2,Cache_L1,Memory_Controller",0.5396,1,30,11.9,1.0,1,3
commit_003817,author_15,7.0,2024-01-22 21:00:00,42,3164,2778,12,"Cache_L1,ALU,Reset_Logic,Data_Path,SPI_Interface,Clock_Domain,UART_Controller,Register_File,Control_Unit,Interconnect,GPIO_Controller,AHB_Controller",0.543,1,46,15.43,1.0,1,6
commit_003818,author_10,9.75,2024-01-24 13:00:00,29,31,1439,9,"ALU,Memory_Controller,GPIO_Controller,SPI_Interface,Clock_Domain,Register_File,Reset_Logic,AHB_Controller,Data_Path",0.2272,1,34,10.77,1.0,1,1
commit_003819,author_4,7.88,2024-05-31 02:00:00,17,3748,1344,7,"Cache_L2,ALU,Data_Path,Register_File,Reset_Logic,SPI_Interface,GPIO_Controller",0.5046,0,14,12.55,0.5818,1,6
commit_003820,author_16,1.73,2024-01-05 10:00:00,31,614,1549,2,"Register_File,Control_Unit",0.302,0,6,8.02,0.3046,0,0
commit_003821,author_24,10.3,2024-07-25 14:00:00,50,52,2166,5,"Cache_L2,Control_Unit,UART_Controller,AHB_Controller,GPIO_Controller",0.3073,1,19,9.57,0.7462,1,2
commit_003822,author_35,9.04,2024-07-11 09:00:00,14,728,573,4,"Memory_Controller,Data_Path,GPIO_Controller,ALU",0.2065,1,17,8.06,0.7777,1,5
commit_003823,author_29,6.68,2024-01-23 12:00:00,49,3970,897,13,"SPI_Interface,Reset_Logic,Cache_L1,Memory_Controller,Control_Unit,AHB_Controller,ALU,Clock_Domain,I2C_Interface,Data_Path,UART_Controller,GPIO_Controller,Cache_L2",0.4933,1,39,15.43,1.0,1,6
commit_003824,author_40,8.0,2024-04-25 19:00:00,11,818,1001,9,"Interconnect,SPI_Interface,GPIO_Controller,Cache_L2,UART_Controller,I2C_Interface,Control_Unit,Memory_Controller,Clock_Domain",0.2668,1,28,11.17,1.0,1,7
commit_003825,author_35,1.09,2024-09-12 09:00:00,32,2005,623,13,"Data_Path,Interconnect,Memory_Controller,Control_Unit,Reset_Logic,I2C_Interface,UART_Controller,Register_File,AHB_Controller,Cache_L1,ALU,SPI_Interface,GPIO_Controller",0.3445,1,39,13.95,1.0,1,2
commit_003826,author_16,6.76,2024-06-12 03:00:00,19,1878,2619,11,"AHB_Controller,GPIO_Controller,UART_Controller,Memory_Controller,Reset_Logic,Register_File,I2C_Interface,Clock_Domain,Data_Path,Cache_L2,ALU",0.4735,1,32,14.24,1.0,1,4
commit_003827,author_13,7.18,2024-06-17 20:00:00,35,2047,733,14,"UART_Controller,SPI_Interface,Memory_Controller,Control_Unit,I2C_Interface,Cache_L2,Data_Path,ALU,Register_File,Clock_Domain,AHB_Controller,Cache_L1,Interconnect,GPIO_Controller",0.3573,1,50,14.57,1.0,1,5
commit_003828,author_23,12.64,2024-07-21 01:00:00,33,729,1935,5,"Reset_Logic,Clock_Domain,Register_File,Cache_L1,GPIO_Controller",0.3476,0,14,9.98,0.6459,1,5
commit_003829,author_24,16.15,2024-11-14 20:00:00,49,920,133,13,"AHB_Controller,SPI_Interface,Control_Unit,Data_Path,Register_File,Reset_Logic,ALU,UART_Controller,Memory_Controller,I2C_Interface,Cache_L2,Cache_L1,GPIO_Controller",0.174,1,41,12.24,1.0,1,6
commit_003830,author_47,8.67,2024-05-04 10:00:00,20,1272,738,12,"Control_Unit,Memory_Controller,I2C_Interface,SPI_Interface,Cache_L1,Data_Path,AHB_Controller,UART_Controller,GPIO_Controller,Register_File,Cache_L2,Interconnect",0.2867,1,45,12.87,1.0,1,5
commit_003831,author_28,13.94,2024-12-15 21:00:00,44,2104,2686,3,"Clock_Domain,Reset_Logic,AHB_Controller",0.4893,1,5,10.39,0.6473,0,0
commit_003832,author_2,2.7,2024-05-30 09:00:00,1,2838,1115,3,"Data_Path,Clock_Domain,AHB_Controller",0.4415,1,10,9.92,0.6549,1,3
commit_003833,author_5,10.22,2024-07-09 00:00:00,3,911,1062,7,"Clock_Domain,I2C_Interface,AHB_Controller,Interconnect,Memory_Controller,Control_Unit,GPIO_Controller",0.2829,1,20,10.33,1.0,1,6
commit_003834,author_13,8.78,2024-04-02 19:00:00,39,4205,1038,14,"Control_Unit,UART_Controller,Data_Path,SPI_Interface,Cache_L1,Interconnect,AHB_Controller,Register_File,GPIO_Controller,Reset_Logic,ALU,Cache_L2,Memory_Controller,Clock_Domain",0.5119,1,54,16.12,1.0,1,4
commit_003835,author_4,8.13,2024-02-27 18:00:00,25,4823,2284,9,"ALU,SPI_Interface,I2C_Interface,Control_Unit,Cache_L1,Data_Path,Interconnect,Clock_Domain,AHB_Controller",0.587,1,41,14.37,1.0,1,7
commit_003836,author_22,9.99,2024-10-18 08:00:00,43,4961,1022,13,"SPI_Interface,Reset_Logic,GPIO_Controller,UART_Controller,I2C_Interface,Data_Path,ALU,Clock_Domain,AHB_Controller,Cache_L2,Register_File,Memory_Controller,Cache_L1",0.5448,1,51,15.95,1.0,1,5
commit_003837,author_39,9.94,2024-09-04 03:00:00,16,3345,138,6,"Data_Path,UART_Controller,GPIO_Controller,I2C_Interface,SPI_Interface,Memory_Controller",0.4106,1,17,11.11,0.8554,0,0
commit_003838,author_11,1.13,2024-04-11 22:00:00,32,243,348,6,"AHB_Controller,Register_File,Memory_Controller,Cache_L2,Clock_Domain,Data_Path",0.1057,1,15,8.06,0.7255,1,4
commit_003839,author_47,18.49,2024-11-09 17:00:00,13,181,1360,13,"GPIO_Controller,ALU,UART_Controller,Interconnect,SPI_Interface,I2C_Interface,Cache_L1,Register_File,AHB_Controller,Data_Path,Cache_L2,Reset_Logic,Control_Unit",0.2356,1,34,12.86,1.0,1,7
commit_003840,author_48,20.0,2024-06-30 08:00:00,20,2900,441,14,"Reset_Logic,GPIO_Controller,UART_Controller,Interconnect,Data_Path,Control_Unit,Cache_L2,Register_File,ALU,AHB_Controller,SPI_Interface,Memory_Controller,Cache_L1,I2C_Interface",0.4006,1,44,15.01,1.0,1,3
commit_003841,author_32,8.76,2024-06-27 22:00:00,19,3897,1611,8,"Interconnect,Control_Unit,ALU,Clock_Domain,UART_Controller,I2C_Interface,Cache_L2,Register_File",0.5242,1,27,13.24,1.0,1,3
commit_003842,author_40,9.16,2024-08-15 09:00:00,21,2986,1144,7,"SPI_Interface,Interconnect,ALU,Cache_L2,Clock_Domain,UART_Controller,Register_File",0.4524,1,29,12.02,1.0,1,6
commit_003843,author_38,5.73,2024-11-16 15:00:00,23,1507,1167,6,"GPIO_Controller,Memory_Controller,Cache_L1,Register_File,Reset_Logic,AHB_Controller",0.3484,1,20,10.48,0.8961,1,7
commit_003844,author_40,5.1,2024-05-16 15:00:00,48,558,212,7,"AHB_Controller,UART_Controller,Data_Path,ALU,GPIO_Controller,I2C_Interface,Memory_Controller",0.1334,1,31,8.83,1.0,1,3
commit_003845,author_32,9.03,2024-03-17 09:00:00,17,1197,2342,1,I2C_Interface,0.4145,0,3,8.64,0.2884,1,4
commit_003846,author_27,2.17,2024-05-09 03:00:00,45,777,1009,12,"Cache_L2,Register_File,Reset_Logic,SPI_Interface,AHB_Controller,GPIO_Controller,Memory_Controller,I2C_Interface,Data_Path,ALU,Control_Unit,Interconnect",0.2632,1,34,12.63,1.0,1,3
commit_003847,author_42,10.01,2024-09-25 12:00:00,27,244,270,12,"Interconnect,Cache_L1,Reset_Logic,UART_Controller,Control_Unit,Register_File,Cache_L2,GPIO_Controller,Clock_Domain,Data_Path,Memory_Controller,SPI_Interface",0.0932,1,37,10.93,1.0,1,2
commit_003848,author_4,5.73,2024-04-02 16:00:00,16,1619,982,7,"I2C_Interface,SPI_Interface,ALU,Interconnect,Control_Unit,GPIO_Controller,Clock_Domain",0.3422,1,14,10.92,0.7893,1,2
commit_003849,author_8,10.19,2024-05-07 04:00:00,48,1823,1820,1,Interconnect,0.4215,1,1,8.71,0.3636,1,6
commit_003850,author_38,6.42,2024-05-14 11:00:00,29,3795,2787,14,"ALU,UART_Controller,Register_File,Memory_Controller,Control_Unit,Cache_L2,Cache_L1,Interconnect,Clock_Domain,Reset_Logic,Data_Path,AHB_Controller,GPIO_Controller,SPI_Interface",0.5683,1,54,16.68,1.0,1,2
commit_003851,author_22,7.13,2024-01-06 12:00:00,26,529,428,14,"GPIO_Controller,Cache_L2,I2C_Interface,SPI_Interface,ALU,Control_Unit,Register_File,AHB_Controller,Cache_L1,Data_Path,Clock_Domain,UART_Controller,Interconnect,Memory_Controller",0.1607,1,61,12.61,1.0,1,4
commit_003852,author_37,5.1,2024-02-23 20:00:00,12,4433,765,1,Control_Unit,0.5097,0,3,9.6,0.2924,0,0
commit_003853,author_5,11.55,2024-03-26 16:00:00,21,3889,1479,10,"SPI_Interface,ALU,Cache_L2,Clock_Domain,Reset_Logic,Register_File,GPIO_Controller,I2C_Interface,Memory_Controller,UART_Controller",0.5177,1,36,14.18,1.0,1,6
commit_003854,author_5,10.99,2024-02-16 21:00:00,10,2305,1581,11,"UART_Controller,Register_File,Control_Unit,Clock_Domain,AHB_Controller,I2C_Interface,Cache_L1,GPIO_Controller,Memory_Controller,SPI_Interface,ALU",0.4373,1,33,13.87,1.0,1,5
commit_003855,author_3,14.06,2024-05-08 09:00:00,47,375,1635,15,"Data_Path,I2C_Interface,UART_Controller,Register_File,Control_Unit,GPIO_Controller,Reset_Logic,Cache_L1,ALU,SPI_Interface,Memory_Controller,Interconnect,Clock_Domain,AHB_Controller,Cache_L2",0.2867,1,35,14.37,1.0,1,1
commit_003856,author_30,1.47,2024-01-04 06:00:00,49,2799,1415,5,"GPIO_Controller,Interconnect,Clock_Domain,Register_File,UART_Controller",0.4573,1,18,11.07,0.8912,1,1
commit_003857,author_37,13.39,2024-07-04 20:00:00,10,4768,168,9,"Cache_L2,GPIO_Controller,I2C_Interface,SPI_Interface,ALU,UART_Controller,Memory_Controller,AHB_Controller,Data_Path",0.4968,1,36,13.47,1.0,1,1
commit_003858,author_2,3.24,2024-07-23 16:00:00,29,2006,77,10,"Cache_L1,Clock_Domain,Control_Unit,UART_Controller,I2C_Interface,GPIO_Controller,ALU,Cache_L2,Reset_Logic,Data_Path",0.2941,0,44,11.94,1.0,1,1
commit_003859,author_10,6.45,2024-03-19 07:00:00,30,852,2950,13,"Reset_Logic,AHB_Controller,Memory_Controller,Interconnect,GPIO_Controller,UART_Controller,I2C_Interface,Data_Path,ALU,Control_Unit,Clock_Domain,SPI_Interface,Register_File",0.4319,1,48,14.82,1.0,1,6
commit_003860,author_41,11.68,2024-06-16 12:00:00,38,724,1479,15,"Register_File,Control_Unit,Reset_Logic,Cache_L2,Interconnect,ALU,SPI_Interface,Memory_Controller,AHB_Controller,Data_Path,Cache_L1,UART_Controller,GPIO_Controller,I2C_Interface,Clock_Domain",0.3058,1,59,14.56,1.0,1,6
commit_003861,author_26,9.33,2024-02-06 07:00:00,2,2001,169,12,"SPI_Interface,Memory_Controller,Data_Path,ALU,Reset_Logic,Cache_L1,GPIO_Controller,I2C_Interface,Control_Unit,Interconnect,Register_File,UART_Controller",0.3026,1,48,13.03,1.0,1,1
commit_003862,author_11,20.0,2024-01-03 05:00:00,30,1014,1223,14,"Reset_Logic,Cache_L1,Memory_Controller,Cache_L2,Register_File,ALU,Data_Path,Clock_Domain,GPIO_Controller,SPI_Interface,Interconnect,Control_Unit,AHB_Controller,I2C_Interface",0.3091,1,50,14.09,1.0,1,5
commit_003863,author_6,3.13,2024-10-30 15:00:00,3,524,750,12,"Cache_L2,SPI_Interface,ALU,Reset_Logic,GPIO_Controller,Data_Path,I2C_Interface,AHB_Controller,Interconnect,Clock_Domain,Cache_L1,Register_File",0.2031,1,29,12.03,1.0,1,2
commit_003864,author_4,9.54,2024-02-04 13:00:00,8,2260,116,11,"Data_Path,AHB_Controller,GPIO_Controller,Cache_L2,I2C_Interface,Interconnect,Memory_Controller,Clock_Domain,UART_Controller,ALU,Cache_L1",0.3221,1,40,12.72,1.0,1,2
commit_003865,author_13,9.05,2024-08-18 06:00:00,6,1467,2455,4,"Cache_L1,Memory_Controller,ALU,SPI_Interface",0.4396,1,17,10.4,0.7416,0,0
commit_003866,author_6,5.39,2024-05-01 01:00:00,2,2135,2699,2,"AHB_Controller,Cache_L1",0.4916,1,10,9.92,0.7229,1,7
commit_003867,author_41,14.83,2024-03-13 20:00:00,2,4204,1793,14,"Control_Unit,Register_File,Data_Path,Memory_Controller,GPIO_Controller,Interconnect,AHB_Controller,Clock_Domain,Cache_L2,Cache_L1,I2C_Interface,Reset_Logic,UART_Controller,ALU",0.5453,1,53,16.45,1.0,1,7
commit_003868,author_44,9.77,2024-05-14 12:00:00,32,2982,2003,5,"Data_Path,Reset_Logic,Register_File,UART_Controller,AHB_Controller",0.4992,1,21,11.49,1.0,1,4
commit_003869,author_22,4.49,2024-02-15 23:00:00,2,3714,2409,6,"Register_File,Data_Path,UART_Controller,Reset_Logic,Interconnect,Memory_Controller",0.5505,1,25,12.5,1.0,1,4
commit_003870,author_40,1.18,2024-03-08 12:00:00,28,3395,2414,10,"SPI_Interface,Register_File,UART_Controller,Control_Unit,Interconnect,Cache_L1,AHB_Controller,Clock_Domain,Memory_Controller,GPIO_Controller",0.5374,1,23,14.37,1.0,1,7
commit_003871,author_38,7.85,2024-05-01 16:00:00,34,4790,1034,6,"Cache_L1,Memory_Controller,I2C_Interface,Clock_Domain,SPI_Interface,UART_Controller",0.5381,1,20,12.38,0.9522,1,5
commit_003872,author_11,10.22,2024-07-03 13:00:00,43,953,1436,9,"Interconnect,Memory_Controller,ALU,Clock_Domain,GPIO_Controller,AHB_Controller,UART_Controller,Cache_L2,Data_Path",0.3233,1,26,11.73,1.0,1,1
commit_003873,author_24,5.4,2024-09-27 20:00:00,36,1310,2543,4,"Reset_Logic,I2C_Interface,Clock_Domain,Cache_L2",0.4352,0,13,10.35,0.6639,1,7
commit_003874,author_19,9.16,2024-04-24 23:00:00,43,3963,1650,11,"Data_Path,Register_File,Cache_L1,AHB_Controller,Memory_Controller,GPIO_Controller,UART_Controller,SPI_Interface,Cache_L2,I2C_Interface,Interconnect",0.5289,1,37,14.79,1.0,1,1
commit_003875,author_40,3.02,2024-12-11 11:00:00,47,3541,2213,11,"SPI_Interface,ALU,UART_Controller,Clock_Domain,Data_Path,I2C_Interface,Interconnect,Reset_Logic,Cache_L2,Cache_L1,GPIO_Controller",0.5351,1,36,14.85,1.0,1,7
commit_003876,author_5,8.73,2024-04-10 06:00:00,15,3731,41,10,"Control_Unit,Cache_L1,GPIO_Controller,I2C_Interface,Memory_Controller,Cache_L2,Data_Path,Reset_Logic,Register_File,Clock_Domain",0.43,1,28,13.3,1.0,1,3
commit_003877,author_7,2.48,2024-10-11 05:00:00,10,1575,2411,1,ALU,0.4436,0,2,8.94,0.2687,0,0
commit_003878,author_45,6.83,2024-03-25 11:00:00,48,222,559,6,"Reset_Logic,Register_File,Cache_L2,Cache_L1,Memory_Controller,Interconnect",0.1351,1,19,8.35,0.8761,1,3
commit_003879,author_7,0.0,2024-03-08 03:00:00,32,1069,1595,15,"Cache_L2,AHB_Controller,Interconnect,Register_File,Cache_L1,Reset_Logic,Memory_Controller,UART_Controller,I2C_Interface,ALU,GPIO_Controller,Control_Unit,Data_Path,Clock_Domain,SPI_Interface",0.3476,1,47,14.98,1.0,1,7
commit_003880,author_1,13.82,2024-03-26 14:00:00,36,2435,2223,13,"Cache_L1,UART_Controller,Clock_Domain,ALU,Data_Path,Reset_Logic,SPI_Interface,Control_Unit,Interconnect,AHB_Controller,Memory_Controller,GPIO_Controller,Register_File",0.4823,1,54,15.32,1.0,1,7
commit_003881,author_21,3.57,2024-06-17 13:00:00,45,2878,1294,12,"Reset_Logic,Clock_Domain,GPIO_Controller,ALU,Cache_L1,Cache_L2,Interconnect,Data_Path,I2C_Interface,AHB_Controller,Control_Unit,UART_Controller",0.4549,1,43,14.55,1.0,1,6
commit_003882,author_20,0.13,2024-04-01 21:00:00,20,681,1171,3,"I2C_Interface,UART_Controller,Cache_L2",0.2703,0,7,8.2,0.4117,0,0
commit_003883,author_41,14.16,2024-12-02 21:00:00,9,1690,985,6,"SPI_Interface,UART_Controller,Data_Path,Clock_Domain,GPIO_Controller,Control_Unit",0.3485,0,12,10.49,0.568,1,2
commit_003884,author_35,8.64,2024-12-06 19:00:00,38,4178,65,13,"Control_Unit,Clock_Domain,Cache_L1,Memory_Controller,AHB_Controller,Reset_Logic,Register_File,GPIO_Controller,Data_Path,I2C_Interface,SPI_Interface,ALU,Cache_L2",0.4591,1,40,15.09,1.0,1,6
commit_003885,author_45,8.11,2024-01-25 10:00:00,22,2951,1489,5,"Reset_Logic,GPIO_Controller,Register_File,Memory_Controller,AHB_Controller",0.4703,1,14,11.2,0.7534,1,2
commit_003886,author_49,16.12,2024-12-02 14:00:00,37,4456,2215,14,"Reset_Logic,Cache_L1,ALU,Control_Unit,Clock_Domain,Register_File,GPIO_Controller,SPI_Interface,Cache_L2,UART_Controller,I2C_Interface,AHB_Controller,Memory_Controller,Data_Path",0.5716,1,43,16.72,1.0,1,4
commit_003887,author_32,13.09,2024-10-23 13:00:00,45,3610,1884,2,"GPIO_Controller,UART_Controller",0.5235,0,5,10.24,0.3123,0,0
commit_003888,author_46,10.41,2024-06-08 16:00:00,8,1705,2159,1,I2C_Interface,0.4359,0,1,8.86,0.2235,0,0
commit_003889,author_45,1.66,2024-05-06 11:00:00,28,4578,2586,3,"Cache_L2,Interconnect,SPI_Interface",0.589,1,12,11.39,0.8004,1,2
commit_003890,author_36,11.44,2024-04-25 13:00:00,21,4431,1281,15,"GPIO_Controller,Interconnect,I2C_Interface,Cache_L2,Data_Path,UART_Controller,Cache_L1,Control_Unit,ALU,Register_File,Reset_Logic,AHB_Controller,Memory_Controller,SPI_Interface,Clock_Domain",0.5332,1,54,16.83,1.0,1,7
commit_003891,author_15,5.9,2024-08-28 11:00:00,13,969,2457,1,Reset_Logic,0.4066,0,1,8.57,0.272,0,0
commit_003892,author_50,6.84,2024-06-06 16:00:00,43,2446,1239,1,Memory_Controller,0.4243,1,3,8.74,0.4101,0,0
commit_003893,author_39,11.26,2024-09-07 16:00:00,48,4115,62,11,"I2C_Interface,Cache_L2,Memory_Controller,GPIO_Controller,Data_Path,Reset_Logic,Cache_L1,UART_Controller,Register_File,Control_Unit,Interconnect",0.4552,1,31,14.05,1.0,1,5
commit_003894,author_46,3.04,2024-11-15 04:00:00,42,1538,962,1,UART_Controller,0.3333,0,3,7.83,0.2115,1,6
commit_003895,author_1,12.21,2024-11-16 08:00:00,45,1758,1735,3,"Clock_Domain,SPI_Interface,AHB_Controller",0.4113,1,20,9.61,0.9692,1,2
commit_003896,author_24,5.8,2024-01-05 04:00:00,4,974,2501,15,"UART_Controller,Interconnect,Clock_Domain,ALU,I2C_Interface,Reset_Logic,Data_Path,Cache_L2,GPIO_Controller,Cache_L1,Control_Unit,SPI_Interface,Register_File,Memory_Controller,AHB_Controller",0.41,1,49,15.6,1.0,1,2
commit_003897,author_5,4.91,2024-06-11 06:00:00,9,3221,1179,14,"Interconnect,AHB_Controller,GPIO_Controller,Register_File,I2C_Interface,UART_Controller,Memory_Controller,ALU,Control_Unit,Cache_L1,SPI_Interface,Data_Path,Cache_L2,Clock_Domain",0.4681,1,48,15.68,1.0,1,5
commit_003898,author_24,5.75,2024-08-15 04:00:00,46,2435,358,8,"Register_File,Memory_Controller,Cache_L2,GPIO_Controller,AHB_Controller,Reset_Logic,Clock_Domain,I2C_Interface",0.3584,1,21,11.58,0.9536,1,5
commit_003899,author_38,9.42,2024-10-09 06:00:00,1,419,2094,12,"Cache_L2,SPI_Interface,UART_Controller,Register_File,Memory_Controller,Clock_Domain,AHB_Controller,Data_Path,Reset_Logic,Cache_L1,GPIO_Controller,Interconnect",0.3345,1,44,13.34,1.0,1,1
commit_003900,author_28,2.2,2024-06-05 14:00:00,4,430,1690,2,"Data_Path,GPIO_Controller",0.2978,0,4,7.98,0.2683,0,0
commit_003901,author_39,4.99,2024-01-07 16:00:00,31,2498,1474,10,"Clock_Domain,Register_File,UART_Controller,AHB_Controller,ALU,Memory_Controller,Control_Unit,Cache_L2,Interconnect,I2C_Interface",0.4427,1,40,13.43,1.0,1,1
commit_003902,author_17,13.11,2024-04-01 16:00:00,42,340,574,5,"Data_Path,Clock_Domain,UART_Controller,Control_Unit,Interconnect",0.1545,1,10,8.05,0.52,0,0
commit_003903,author_30,7.46,2024-01-27 23:00:00,36,701,1207,1,UART_Controller,0.2762,0,1,7.26,0.2127,1,5
commit_003904,author_44,11.57,2024-04-27 18:00:00,24,1894,2981,1,Cache_L2,0.4937,0,3,9.44,0.2494,0,0
commit_003905,author_35,8.17,2024-03-17 11:00:00,21,4940,2253,10,"Cache_L1,Interconnect,Memory_Controller,Control_Unit,GPIO_Controller,Clock_Domain,Cache_L2,Register_File,Data_Path,Reset_Logic",0.5899,1,47,14.9,1.0,1,6
commit_003906,author_48,2.03,2024-08-06 13:00:00,7,3748,493,8,"Reset_Logic,Cache_L1,Memory_Controller,GPIO_Controller,Clock_Domain,Control_Unit,Register_File,Data_Path",0.4589,1,24,12.59,1.0,1,3
commit_003907,author_32,0.29,2024-05-28 10:00:00,41,4361,2474,4,"Memory_Controller,Reset_Logic,ALU,I2C_Interface",0.5775,1,15,11.78,0.9209,1,3
commit_003908,author_14,10.28,2024-06-11 21:00:00,40,2016,2111,3,"Memory_Controller,AHB_Controller,Interconnect",0.4522,1,23,10.02,0.9921,1,5
commit_003909,author_11,7.64,2024-06-13 08:00:00,8,2559,1954,4,"AHB_Controller,Clock_Domain,Data_Path,UART_Controller",0.4744,1,12,10.74,0.7126,0,0
